;Banque;Catégorie;Date;Numéro d'opération;Libellé;Crédit;Détail
2239;CEAPC;;2024-05-09;0509202420240905-03.04.42.725087 -;VIR SEPA UNION INTER REGION TEC;4.95;SMERRA     LOT.004.0309241720324 43........   
2240;CEAPC;;2024-05-09;0509202420240905-03.04.31.798788 -;VIR SEPA MUTUELLE 403;17.57;PREST M403  TIERS 172032443    
2241;CEAPC;;2024-05-09;0509202420240905-03.04.16.407339 -;VIR SEPA CARTE BLANCHE TP;13.5;TP-20240904-CARTE BLANCHE -172032443-0098532203-6396-   
2242;CEAPC;;2024-05-09;0509202420240905-03.03.45.065867 -;VIR SEPA C.P.A.M. D ANGOULEME;11.82;0000001720324432471622240904    
2243;CEAPC;;2024-05-09;0509202420240905-03.03.40.824225 -;VIR SEPA C.P.A.M. DE POITIERS;28.05;0000001720324432477681240904    
2244;CEAPC;;2024-05-09;0509202420240905-03.03.29.643959 -;VIR SEPA C.P.A.M. DE NIORT;33.46;0000001720324432471599240904    
2245;CEAPC;;2024-05-09;0509202420240905-03.03.25.409831 -;VIR SEPA CPAM EURE         CDC;9.75;0000001720324432470700240904    
2249;CEAPC;;2024-04-09;0409202420240904-18.27.51.280292 -;VIR SEPA CETIP CETIP;125.57;TP-20240904-SPSANT -172032443-0000476776-6396-   
2250;CEAPC;;2024-04-09;0409202420240904-18.27.44.930841 -;VIR SEPA MSA DES CHARENTES;11.48;2024090100000017203244 02171000    
2251;CEAPC;;2024-04-09;0409202420240904-18.27.44.234548 -;VIR SEPA MSA DES CHARENTES OPER;6.41;TP-20240902-MSA DES CHARENTES OP -172032443-0000120936-6396-00027 7013             REMB. KUPPEL -CLAIRE   - 
2252;CEAPC;;2024-04-09;0409202420240904-18.27.34.365928 -;VIR SEPA VIAMEDIS;41.05;TP-20240829-VIREMENT 5243686 -172032443-0075990010-6396-   
2253;CEAPC;;2024-04-09;0409202420240904-10.49.30.756340 -;VIR SEPA CPAM COTE OPALE BFCM;8.55;0000001720324432463121240903    
2254;CEAPC;;2024-04-09;0409202420240904-09.39.35.769565 -;VIR SEPA MUTUELLE DES SCOP ET D;8.37;MUTUELLE DES SCOP ET SCIC    
2255;CEAPC;;2024-04-09;0409202420240904-09.39.28.364476 -;VIR SEPA CETIP CETIP;37.98;TP-20240904-ISANTE -172032443-0000476776-6396-   
2256;CEAPC;;2024-04-09;0409202420240904-09.37.44.909529 -;VIR SEPA MUTUELLE GENERALE EDUC;154.77;TP-20240830-017OWNP66732735 -172 032443-0091007171-6396-   
2257;CEAPC;;2024-04-09;0409202420240904-09.37.42.879296 -;VIR SEPA MUTUELLE GENERALE EDUC;10.38;OW017P466724017OWRQ66731849GT16 OW30/08/24-1649/1649   
2261;CEAPC;;2024-04-09;0409202420240904-08.36.40.517517 -;CB PHARMAMERIQUES    030924;399.32;CB PHARMAMERIQUES    030924 CONTRAT 8413786     REM 193048   
2262;CEAPC;;2024-04-09;0409202420240904-08.36.40.504985 -;CB PHARMAMERIQUES    030924;537.98;CB PHARMAMERIQUES    030924 CONTRAT 8413786     REM 190578   
2263;CEAPC;;2024-04-09;0409202420240904-08.36.40.491348 -;CB PHARMAMERIQUES    030924;93.99;CB PHARMAMERIQUES    030924 CONTRAT 8413785     REM 190731   
2264;CEAPC;;2024-04-09;0409202420240904-03.04.45.207756 -;VIR SEPA MUT DES SAPEURS POMPIE;24.32;VIR-20240903-MSSP75 -172032443-0391036183-6396-   
2265;CEAPC;;2024-04-09;0409202420240904-03.04.41.851081 -;VIR SEPA CPAM HAUTS DE SEINE SE;4.52;0000001720324432469201240903    
2266;CEAPC;;2024-04-09;0409202420240904-03.04.40.944084 -;VIR SEPA CPAM DES YVELINES;132.23;0000001720324432467132240903    
2267;CEAPC;;2024-04-09;0409202420240904-03.04.31.802502 -;VIR SEPA CPAM CAEN;2.95;0000001720324432461021240903    
2268;CEAPC;;2024-04-09;0409202420240904-03.04.29.811748 -;VIR SEPA HARMONIE MUTUELLE;9.78;TP-20240902-HARMONIE MUTUELLE -172032443-609143-4287-   
2269;CEAPC;;2024-04-09;0409202420240904-03.04.24.462438 -;VIR SEPA HARMONIE MUTUELLE;17.18;TP-20240902-HARMONIE MUTUELLE -172032443-609143-4287-   
2270;CEAPC;;2024-04-09;0409202420240904-03.04.19.931124 -;VIR SEPA MUTUELLE 403;15.75;PREST M403  TIERS 172032443    
2271;CEAPC;;2024-04-09;0409202420240904-03.03.57.261194 -;VIR SEPA C.P.A.M. D ANGOULEME;2.18;0000001720324432461622240903    
2272;CEAPC;;2024-04-09;0409202420240904-03.03.51.760968 -;VIR SEPA C.P.A.M. DE POITIERS;3.34;0000001720324432467681240903    
2273;CEAPC;;2024-04-09;0409202420240904-03.03.51.720153 -;VIR SEPA C.P.A.M. DE LA ROCHELL;1465.94;0000001720324432468122240903    
2274;CEAPC;;2024-04-09;0409202420240904-03.03.43.285751 -;VIR SEPA C.P.A.M. DE NIORT;13.93;0000001720324432461599240903    
2275;CEAPC;;2024-04-09;0409202420240904-03.03.37.594653 -;VIR SEPA C.P.A.M. DE BAYONNE;7.34;0000001720324432465811240903    
2276;CEAPC;;2024-04-09;0409202420240904-03.03.28.736284 -;VIR SEPA C.P.A.M. MONT DE MARSA;20.4;0000001720324432463521240903    
2277;CEAPC;;2024-04-09;0409202420240904-03.03.24.476908 -;VIR SEPA C.P.A.M. PERIGUEUX;3.37;0000001720324432462621240903    
2288;CEAPC;;2024-03-09;0309202420240903-13.28.37.148416 -;VIR SEPA KORELIO PRESTATIONS;26.05;FRAIS MEDICAUX LOT NUMERO:915    
2289;CEAPC;;2024-03-09;0309202420240903-10.51.12.794406 -;VIR SEPA C.P.A.M MACON;3.96;0000001720324432437110240902    
2290;CEAPC;;2024-03-09;0309202420240903-10.51.03.616764 -;VIR SEPA C.P.A.M. TOURS;55.94;0000001720324432432011240902    
2291;CEAPC;;2024-03-09;0309202420240903-09.41.27.419238 -;VIR SEPA CETIP CETIP;28.55;TP-20240903-ISANTE -172032443-0000476776-6396-   
2292;CEAPC;;2024-03-09;0309202420240903-09.41.26.725980 -;VIR SEPA CETIP CETIP;126.49;TP-20240903-SPSANT -172032443-0000476776-6396-   
2293;CEAPC;;2024-03-09;0309202420240903-09.41.22.714017 -;VIR SEPA MUTUELLE GENERALE EDUC;18.47;OW017P466624017OWRQ66622771GT10 OW29/08/24-1082/1042   
2294;CEAPC;;2024-03-09;0309202420240903-09.41.01.137318 -;VIR SEPA MUTUELLE GENERALE EDUC;69.24;TP-20240829-017OWNP66623340 -172 032443-0091007171-6396-   
2299;CEAPC;;2024-03-09;0309202420240903-08.39.03.328908 -;CB PHARMAMERIQUES    020924;387.09;CB PHARMAMERIQUES    020924 CONTRAT 8413786     REM 106384   
2300;CEAPC;;2024-03-09;0309202420240903-08.39.03.316908 -;CB PHARMAMERIQUES    020924;537.21;CB PHARMAMERIQUES    020924 CONTRAT 8413786     REM 101597   
2301;CEAPC;;2024-03-09;0309202420240903-08.39.03.305395 -;CB PHARMAMERIQUES    020924;9.2;CB PHARMAMERIQUES    020924 CONTRAT 8413785     REM 107057   
2302;CEAPC;;2024-03-09;0309202420240903-08.39.03.293444 -;CB PHARMAMERIQUES    020924;28.9;CB PHARMAMERIQUES    020924 CONTRAT 8413785     REM 101233   
2303;CEAPC;;2024-03-09;0309202420240903-05.47.05.126089 -;VIR SEPA ACTIL SAS;81.71;ACT:3661436/172032443-290824    
2304;CEAPC;;2024-03-09;0309202420240903-03.07.50.340169 -;VIR SEPA C.P.A.M. PERPIGNAN;7.59;0000001720324432435451240902    
2305;CEAPC;;2024-03-09;0309202420240903-03.07.47.788325 -;VIR SEPA KORELIO PRESTATIONS;4.37;FRAIS MEDICAUX LOT NUMERO:667    
2306;CEAPC;;2024-03-09;0309202420240903-03.07.40.108699 -;VIR SEPA C.P.A.M. TARBES;14.16;0000001720324432435601240902    
2307;CEAPC;;2024-03-09;0309202420240903-03.07.39.500670 -;VIR SEPA ALMERYS;121.2;TP-20240831-ALMERYS TP -172032443-0098532001-6396-   
2308;CEAPC;;2024-03-09;0309202420240903-03.07.38.832590 -;VIR SEPA C.P.A.M. D ANGOULEME;28.38;0000001720324432431622240902    
2309;CEAPC;;2024-03-09;0309202420240903-03.07.30.714692 -;VIR SEPA HARMONIE MUTUELLE;16.23;TP-20240830-HARMONIE MUTUELLE -172032443-609143-4287-   
2310;CEAPC;;2024-03-09;0309202420240903-03.07.28.355552 -;VIR SEPA CPAM LA ROCHE S/YON VV;2.73;0000001720324432437140240902    
2311;CEAPC;;2024-03-09;0309202420240903-03.07.28.200426 -;VIR SEPA CPAM R.E.D.76;6.06;0000001720324432434451240902    
2312;CEAPC;;2024-03-09;0309202420240903-03.07.27.962852 -;VIR SEPA ALMERYS;103.21;TP-20240902-ALMERYS TP -172032443-0098532001-6396-   
2313;CEAPC;;2024-03-09;0309202420240903-03.07.24.850267 -;VIR SEPA C.P.A.M. DE L HERAULT;6.28;0000001720324432432340240902    
2314;CEAPC;;2024-03-09;0309202420240903-03.07.24.818703 -;VIR SEPA CPAM DES YVELINES;52.06;0000001720324432437132240902    
2315;CEAPC;;2024-03-09;0309202420240903-03.07.22.320388 -;VIR SEPA CAMIEG;72.24;0000001720324432430031240902    
2316;CEAPC;;2024-03-09;0309202420240903-03.07.21.990110 -;VIR SEPA CPAM 75 PRESTATIONS;1.57;0000001720324432432201240902    
2317;CEAPC;;2024-03-09;0309202420240903-03.07.20.045940 -;VIR SEPA C.P.A.M. DE NIORT;16.25;0000001720324432431599240902    
2318;CEAPC;;2024-03-09;0309202420240903-03.07.15.187545 -;VIR SEPA C.P.A.M. DE LA ROCHELL;2220.71;0000001720324432438122240902    
2319;CEAPC;;2024-03-09;0309202420240903-03.07.12.837329 -;VIR SEPA C.P.A.M. DE TULLE;8.81;0000001720324432432341240902    
2320;CEAPC;;2024-03-09;0309202420240903-03.06.59.991152 -;VIR SEPA CARTE BLANCHE TP;1.45;TP-20240831-CARTE BLANCHE -172032443-0098532203-6396-   
2321;CEAPC;;2024-03-09;0309202420240903-03.06.59.470845 -;VIR SEPA CARTE BLANCHE TP;1.59;TP-20240902-CARTE BLANCHE -172032443-0098532203-6396-   
2322;CEAPC;;2024-03-09;0309202420240903-03.06.57.215398 -;VIR SEPA CGSS DECAISSEMENT VIRE;9.32;0000001720324432417032240829    
2323;CEAPC;;2024-03-09;0309202420240903-03.06.43.204229 -;VIR SEPA MUTUELLE 403;11.86;PREST M403  TIERS 172032443    
2328;CEAPC;;2024-02-09;0209202420240902-13.15.35.979743 -;VIR SEPA VIAMEDIS;61.71;TP-20240827-VIREMENT 5170265 -172032443-0075990010-6396-   
2329;CEAPC;;2024-02-09;0209202420240902-13.13.44.506742 -;VIR SEPA MUTUELLE VERTE;4.28;MUTUELLE VERTE PRESTATIONS : MVE RTE241383567T172032443   
2330;CEAPC;;2024-02-09;0209202420240902-10.47.55.137512 -;VIR SEPA 00001003120 - ENIM AC;170.32;0000001720324432422110240830    
2331;CEAPC;;2024-02-09;0209202420240902-10.47.52.767449 -;VIR SEPA C.P.A.M AUXERRE;84.88;0000001720324432428520240830    
2332;CEAPC;;2024-02-09;0209202420240902-10.47.51.033598 -;VIR SEPA CPAM LOIRE;20.66;0000001720324432423181240830    
2333;CEAPC;;2024-02-09;0209202420240902-09.39.05.950731 -;VIR SEPA CETIP CETIP;25.3;TP-20240902-ISANTE -172032443-0000476776-6396-   
2334;CEAPC;;2024-02-09;0209202420240902-09.37.45.279646 -;VIR SEPA MUTUELLE GENERALE EDUC;29.39;OW017P466524017OWRQ66525203GT05 OW28/08/24-0546/0552   
2335;CEAPC;;2024-02-09;0209202420240902-09.37.42.338649 -;VIR SEPA MUTUELLE GENERALE EDUC;50.51;TP-20240828-017OWNP66525840 -172 032443-0091007171-6396-   
2336;CEAPC;;2024-02-09;0209202420240902-09.37.39.513399 -;VIR SEPA CETIP CETIP;18.39;TP-20240902-SPSANT -172032443-0000476776-6396-   
2345;CEAPC;;2024-02-09;0209202420240902-08.37.48.870505 -;CB PHARMAMERIQUES    310824;98.8;CB PHARMAMERIQUES    310824 CONTRAT 8413786     REM 169776   
2346;CEAPC;;2024-02-09;0209202420240902-08.37.48.860885 -;CB PHARMAMERIQUES    310824;247.09;CB PHARMAMERIQUES    310824 CONTRAT 8413786     REM 168767   
2347;CEAPC;;2024-02-09;0209202420240902-08.37.48.850656 -;CB PHARMAMERIQUES    310824;29.7;CB PHARMAMERIQUES    310824 CONTRAT 8413785     REM 171379   
2348;CEAPC;;2024-02-09;0209202420240902-08.37.48.840597 -;CB PHARMAMERIQUES    310824;49.2;CB PHARMAMERIQUES    310824 CONTRAT 8413785     REM 166706   
2349;CEAPC;;2024-02-09;0209202420240902-08.37.48.830590 -;CB PHARMAMERIQUES    010924;327.24;CB PHARMAMERIQUES    010924 CONTRAT 8413786     REM 142332   
2350;CEAPC;;2024-02-09;0209202420240902-08.37.48.820605 -;CB PHARMAMERIQUES    010924;622.96;CB PHARMAMERIQUES    010924 CONTRAT 8413786     REM 142520   
2351;CEAPC;;2024-02-09;0209202420240902-08.37.48.811060 -;CB PHARMAMERIQUES    010924;6.12;CB PHARMAMERIQUES    010924 CONTRAT 8413785     REM 143751   
2352;CEAPC;;2024-02-09;0209202420240902-08.37.48.800155 -;CB PHARMAMERIQUES    010924;120.78;CB PHARMAMERIQUES    010924 CONTRAT 8413785     REM 142328   
2353;CEAPC;;2024-02-09;0209202420240902-05.52.05.444353 -;VIR SEPA ACTIL SAS;39.07;ACT:3647691/172032443-280824    
2358;CEAPC;;2024-02-09;0209202420240902-02.23.25.894167 -;VIR SEPA CPAM LOIRE-ATL;5.21;0000001720324432421099240830    
2359;CEAPC;;2024-02-09;0209202420240902-02.22.40.331474 -;VIR SEPA DDFIP DU VAR;22.14;0000001720324432402106240828    
2360;CEAPC;;2024-02-09;0209202420240902-02.20.38.460982 -;VIR SEPA CPAM ESSONNE;22.83;0000001720324432421821240830    
2361;CEAPC;;2024-02-09;0209202420240902-02.20.38.195149 -;VIR SEPA CAMIEG;12.76;0000001720324432420031240830    
2362;CEAPC;;2024-02-09;0209202420240902-02.20.37.751728 -;VIR SEPA CPAM 77;5.11;0000001720324432420011240830    
2363;CEAPC;;2024-02-09;0209202420240902-02.20.27.860549 -;VIR SEPA ALMERYS;69.03;TP-20240830-ALMERYS TP -172032443-0098532001-6396-   
2364;CEAPC;;2024-02-09;0209202420240902-02.17.32.767570 -;VIR SEPA C.P.A.M. DE LA ROCHELL;1257.36;0000001720324432428122240830    
2365;CEAPC;;2024-02-09;0209202420240902-02.17.24.021770 -;VIR SEPA CPAM LA ROCHE S/YON VV;54.18;0000001720324432427140240830    
2370;CEAPC;;2024-08-31;3108202420240831-08.39.52.515905 -;CB PHARMAMERIQUES    300824;504.94;CB PHARMAMERIQUES    300824 CONTRAT 8413786     REM 165188   
2371;CEAPC;;2024-08-31;3108202420240831-08.39.52.505596 -;CB PHARMAMERIQUES    300824;275.99;CB PHARMAMERIQUES    300824 CONTRAT 8413786     REM 169811   
2372;CEAPC;;2024-08-31;3108202420240831-08.39.52.495139 -;CB PHARMAMERIQUES    300824;62.17;CB PHARMAMERIQUES    300824 CONTRAT 8413785     REM 165967   
2373;CEAPC;;2024-08-31;3108202420240831-08.39.52.483194 -;CB PHARMAMERIQUES    300824;17.8;CB PHARMAMERIQUES    300824 CONTRAT 8413785     REM 171809   
2375;CEAPC;;2024-08-30;3008202420240830-13.13.05.953307 -;VIR SEPA VIAMEDIS;103.78;TP-20240826-VIREMENT 5134935 -172032443-0075990010-6396-   
2378;CEAPC;;2024-08-30;3008202420240830-10.45.36.888780 -;VIR SEPA CPAM BOURG EN BRESSE;147.23;0000001720324432411131240829    
2379;CEAPC;;2024-08-30;3008202420240830-10.45.36.660121 -;VIR SEPA CPAM ARDECHE;4.52;0000001720324432418030240829    
2380;CEAPC;;2024-08-30;3008202420240830-10.45.34.544102 -;VIR SEPA C.P.A.M. BLOIS;16.0;0000001720324432415051240829    
2381;CEAPC;;2024-08-30;3008202420240830-10.45.15.173518 -;VIR SEPA CPAM DE L ARTOIS  BFCM;9.58;0000001720324432418059240829    
2382;CEAPC;;2024-08-30;3008202420240830-09.34.16.834021 -;VIR SEPA MUTUELLE GENERALE EDUC;3.4;OW086P466424086OWRQ66451964FG57 OW27/08/24-5700/5700   
2383;CEAPC;;2024-08-30;3008202420240830-09.34.14.854775 -;VIR SEPA MUTUELLE GENERALE EDUC;8.13;OW045P466424045OWRQ66472222FM85 OW27/08/24-8552/8552   
2384;CEAPC;;2024-08-30;3008202420240830-09.34.13.482550 -;VIR SEPA MUTUELLE GENERALE EDUC;15.09;TP-20240827-045OWNP66472789 -172 032443-0091007451-6396-   
2385;CEAPC;;2024-08-30;3008202420240830-09.34.12.629967 -;VIR SEPA MUTUELLE GENERALE EDUC;6.3;TP-20240827-086OWNP66452380 -172 032443-0091007861-6396-   
2386;CEAPC;;2024-08-30;3008202420240830-09.34.10.432496 -;VIR SEPA CETIP CETIP;65.33;TP-20240830-SPSANT -172032443-0000476776-6396-   
2387;CEAPC;;2024-08-30;3008202420240830-09.33.51.100265 -;VIR SEPA MUTUELLE GENERALE EDUC;9.88;TP-20240827-017OWNP66423361 -172 032443-0091007171-6396-   
2388;CEAPC;;2024-08-30;3008202420240830-09.33.51.062947 -;VIR SEPA MUTUELLE GENERALE EDUC;1.61;TP-20240827-076OWNP66434088 -172 032443-0091007763-6396-   
2389;CEAPC;;2024-08-30;3008202420240830-09.33.49.195941 -;VIR SEPA MUTUELLE GENERALE EDUC;3.14;OW076P466424076OWRQ66433431KG18 OW27/08/24-1879/1879   
2390;CEAPC;;2024-08-30;3008202420240830-09.33.43.438197 -;VIR SEPA HENNER GMC;4.07;426169067 REMBOURSEMENT DES FRAI S MEDICAUX   
2395;CEAPC;;2024-08-30;3008202420240830-08.38.11.234061 -;CB PHARMAMERIQUES    290824;367.29;CB PHARMAMERIQUES    290824 CONTRAT 8413786     REM 163572   
2396;CEAPC;;2024-08-30;3008202420240830-08.38.11.221082 -;CB PHARMAMERIQUES    290824;322.37;CB PHARMAMERIQUES    290824 CONTRAT 8413786     REM 161544   
2397;CEAPC;;2024-08-30;3008202420240830-08.38.11.207001 -;CB PHARMAMERIQUES    290824;66.15;CB PHARMAMERIQUES    290824 CONTRAT 8413785     REM 165545   
2398;CEAPC;;2024-08-30;3008202420240830-08.38.11.193666 -;CB PHARMAMERIQUES    290824;67.94;CB PHARMAMERIQUES    290824 CONTRAT 8413785     REM 161094   
2399;CEAPC;;2024-08-30;3008202420240830-03.05.14.578800 -;VIR SEPA KORELIO PRESTATIONS;13.28;FRAIS MEDICAUX LOT NUMERO:201    
2400;CEAPC;;2024-08-30;3008202420240830-03.05.01.311220 -;VIR SEPA ALMERYS;44.46;TP-20240829-ALMERYS TP -172032443-0098532001-6396-   
2401;CEAPC;;2024-08-30;3008202420240830-03.04.55.084800 -;VIR SEPA CPAM 75 PRESTATIONS;18.09;0000001720324432412201240829    
2402;CEAPC;;2024-08-30;3008202420240830-03.04.47.260698 -;VIR SEPA C.P.A.M. DE POITIERS;6.49;0000001720324432417681240829    
2403;CEAPC;;2024-08-30;3008202420240830-03.04.45.462828 -;VIR SEPA HARMONIE MUTUELLE;21.71;TP-20240828-HARMONIE MUTUELLE -172032443-609143-4287-   
2404;CEAPC;;2024-08-30;3008202420240830-03.04.34.204968 -;VIR SEPA C.P.A.M. DE TULLE;23.73;0000001720324432412341240829    
2405;CEAPC;;2024-08-30;3008202420240830-03.04.22.520682 -;VIR SEPA C.P.A.M. D ANGOULEME;1.16;0000001720324432411622240829    
2406;CEAPC;;2024-08-30;3008202420240830-03.04.21.876109 -;VIR SEPA C.P.A.M. DE LA ROCHELL;3432.93;0000001720324432418122240829    
2407;CEAPC;;2024-08-30;3008202420240830-03.04.11.294614 -;VIR SEPA DDFIP DU VAR;7.73;0000001720324432392106240827    
2408;CEAPC;;2024-08-30;3008202420240830-03.04.07.718374 -;VIR SEPA C.P.A.M. NIMES;10.58;0000001720324432411111240829    
2409;CEAPC;;2024-08-30;3008202420240830-03.03.46.353447 -;VIR SEPA C.P.A.M. LE MANS;6.65;0000001720324432416920240829    
2412;CEAPC;;2024-08-29;2908202420240829-16.14.19.662161 -;VIR SEPA MSA DES CHARENTES;2.1;2024082700000017203244 02171000    
2413;CEAPC;;2024-08-29;2908202420240829-13.12.01.258425 -;VIR SEPA MSA POITOU;81.54;2024082700000017203244 02861000    
2414;CEAPC;;2024-08-29;2908202420240829-13.11.59.840362 -;VIR SEPA VIAMEDIS;37.56;TP-20240823-VIREMENT 5103950 -172032443-0075990010-6396-   
2415;CEAPC;;2024-08-29;2908202420240829-10.49.07.463568 -;VIR SEPA CPAM LOIRE;16.5;0000001720324432403181240828    
2416;CEAPC;;2024-08-29;2908202420240829-10.49.00.692113 -;VIR SEPA CETIP CETIP;105.88;TP-20240829-SPSANT -172032443-0000476776-6396-   
2417;CEAPC;;2024-08-29;2908202420240829-09.37.59.424154 -;VIR SEPA HENNER GMC;3.21;425995116 REMBOURSEMENT DES FRAI S MEDICAUX   
2418;CEAPC;;2024-08-29;2908202420240829-09.37.48.378947 -;VIR SEPA MUTUELLE GENERALE EDUC;159.91;TP-20240826-017OWNP66319210 -172 032443-0091007171-6396-   
2419;CEAPC;;2024-08-29;2908202420240829-09.37.47.889328 -;VIR SEPA MUTUELLE GENERALE EDUC;19.74;TP-20240826-079OWNP66312583 -172 032443-0091007791-6396-   
2420;CEAPC;;2024-08-29;2908202420240829-09.37.46.010601 -;VIR SEPA MUTUELLE GENERALE EDUC;6.59;OW017P466324017OWRQ66318629GS93 OW26/08/24-9370/9371   
2421;CEAPC;;2024-08-29;2908202420240829-09.37.40.704478 -;VIR SEPA CETIP CETIP;132.72;TP-20240829-ISANTE -172032443-0000476776-6396-   
2426;CEAPC;;2024-08-29;2908202420240829-08.41.52.573701 -;CB PHARMAMERIQUES    280824;326.66;CB PHARMAMERIQUES    280824 CONTRAT 8413786     REM 163475   
2427;CEAPC;;2024-08-29;2908202420240829-08.41.52.563801 -;CB PHARMAMERIQUES    280824;590.97;CB PHARMAMERIQUES    280824 CONTRAT 8413786     REM 160404   
2428;CEAPC;;2024-08-29;2908202420240829-08.41.52.554394 -;CB PHARMAMERIQUES    280824;38.3;CB PHARMAMERIQUES    280824 CONTRAT 8413785     REM 150034   
2429;CEAPC;;2024-08-29;2908202420240829-08.41.52.544510 -;CB PHARMAMERIQUES    280824;43.8;CB PHARMAMERIQUES    280824 CONTRAT 8413785     REM 160046   
2430;CEAPC;;2024-08-29;2908202420240829-05.44.20.362074 -;VIR SEPA ACTIL SAS;6.29;ACT:3616807/172032443-260824    
2431;CEAPC;;2024-08-29;2908202420240829-03.05.34.511508 -;VIR SEPA CPAM ESSONNE;25.74;0000001720324432401821240828    
2432;CEAPC;;2024-08-29;2908202420240829-03.05.33.722454 -;VIR SEPA CPAM HAUTS DE SEINE SE;36.65;0000001720324432409201240828    
2435;CEAPC;;2024-08-29;2908202420240829-03.05.26.601825 -;VIR SEPA KORELIO PRESTATIONS;76.98;FRAIS MEDICAUX LOT NUMERO:798    
2436;CEAPC;;2024-08-29;2908202420240829-03.05.20.845497 -;VIR SEPA ALMERYS;149.32;TP-20240828-ALMERYS TP -172032443-0098532001-6396-   
2437;CEAPC;;2024-08-29;2908202420240829-03.05.07.717024 -;VIR SEPA C.P.A.M. DE NIORT;79.72;0000001720324432401599240828    
2438;CEAPC;;2024-08-29;2908202420240829-03.04.58.644149 -;VIR SEPA CAISSE PREVOYANCE ET R;14.27;CP MANDAT 20240823          1720 3244   
2439;CEAPC;;2024-08-29;2908202420240829-03.04.55.945930 -;VIR SEPA C.P.A.M. DE LA ROCHELL;11127.24;0000001720324432408122240828    
2440;CEAPC;;2024-08-29;2908202420240829-03.04.54.855248 -;VIR SEPA MUTUELLE 403;15.97;PREST M403  TIERS 172032443    
2441;CEAPC;;2024-08-29;2908202420240829-03.04.46.413877 -;VIR SEPA C.P.A.M. DE POITIERS;12.75;0000001720324432407681240828    
2442;CEAPC;;2024-08-29;2908202420240829-03.04.43.951547 -;VIR SEPA C.P.A.M. D ANGOULEME;3.43;0000001720324432401622240828    
2443;CEAPC;;2024-08-29;2908202420240829-03.04.41.970080 -;VIR SEPA C.P.A.M. DE BAYONNE;3.43;0000001720324432405811240828    
2444;CEAPC;;2024-08-29;2908202420240829-03.04.25.427989 -;VIR SEPA CPAM LOIRE-ATL;96.46;0000001720324432401099240828    
2445;CEAPC;;2024-08-29;2908202420240829-03.04.03.314746 -;VIR SEPA DDFIP DU VAR;32.27;0000001720324432362106240826    
2448;CEAPC;;2024-08-28;2808202420240828-16.18.45.720848 -;VIR SEPA MSA DES CHARENTES;6.95;2024082500000017203244 02171000    
2449;CEAPC;;2024-08-28;2808202420240828-16.18.40.031828 -;VIR SEPA VIAMEDIS;18.06;TP-20240822-VIREMENT 5072763 -172032443-0075990010-6396-   
2453;CEAPC;;2024-08-28;2808202420240828-13.12.07.741480 -;VIR SEPA MUTUELLE GENERALE EDUC;16.87;OW079P466224079OWRQ66248520DI51 OW23/08/24-5148/5150   
2454;CEAPC;;2024-08-28;2808202420240828-13.12.06.632362 -;VIR SEPA MUTUELLE GENERALE EDUC;1.86;OW060P466224060OWLQ66203019FT53 OW23/08/24-5308/5308   
2455;CEAPC;;2024-08-28;2808202420240828-13.11.30.936606 -;VIR SEPA PAV PREVOYANCE PRESTAT;20.88;PRESTATIONS PAVILLON-PREV.    
2456;CEAPC;;2024-08-28;2808202420240828-10.39.44.955918 -;VIR SEPA CPAM AMIENS;17.18;0000001720324432392301240827    
2457;CEAPC;;2024-08-28;2808202420240828-10.39.40.293751 -;VIR SEPA CETIP CETIP;35.3;TP-20240828-SPSANT -172032443-0000476776-6396-   
2458;CEAPC;;2024-08-28;2808202420240828-10.39.38.945502 -;VIR SEPA CETIP CETIP;6.31;TP-20240828-ISANTE -172032443-0000476776-6396-   
2459;CEAPC;;2024-08-28;2808202420240828-10.39.34.912292 -;VIR SEPA ACTIL SAS;4.32;ACT:3602838/172032443-230824    
2464;CEAPC;;2024-08-28;2808202420240828-08.37.48.238800 -;CB PHARMAMERIQUES    270824;151.65;CB PHARMAMERIQUES    270824 CONTRAT 8413786     REM 169167   
